,user_id,onboarding_skips,quiz_answers,total_events,avg_event_interval_sec,chat_opens,chat_views,messages_sent,messages_received,answer_errors,likes,dislikes,successful_purchase,model_changes,time_to_first_message_sec,error_rate,is_churned,goals_creative,goals_professional,goals_personal_dev,goals_social_entertain,assist_detailed,assist_concise,interest_creative_arts,interest_practical,interest_outdoor,interest_intellectual,interest_business_tech,interest_lifestyle
6064,6930,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,0,1,0,1,0,0
6065,6931,0.0,3.0,13.0,17.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,0,1,0,1,1,0,0,0,0
6066,6933,0.0,3.0,54.0,275.3018867924528,5.0,5.0,13.0,3.0,8.0,1.0,0.0,1.0,0.0,401.0,0.6153846153846154,1.0,1,1,0,1,1,0,0,1,0,0,0,0
6067,6934,0.0,3.0,37.0,120.97222222222224,2.0,2.0,8.0,2.0,5.0,1.0,1.0,1.0,0.0,388.0,0.625,1.0,0,1,0,1,1,0,0,1,0,1,0,0
6068,6935,0.0,3.0,88.0,215.1264367816092,6.0,6.0,27.0,14.0,11.0,2.0,1.0,1.0,1.0,323.0,0.4074074074074074,1.0,0,1,1,1,1,0,1,1,0,1,0,0
6069,6936,0.0,3.0,76.0,213.54666666666665,5.0,5.0,21.0,12.0,8.0,2.0,4.0,1.0,0.0,416.0,0.3809523809523809,1.0,0,1,0,1,1,0,1,0,0,0,0,0
6070,6937,0.0,3.0,50.0,167.89795918367346,3.0,3.0,13.0,4.0,8.0,2.0,0.0,1.0,0.0,405.0,0.6153846153846154,1.0,1,1,0,0,1,0,0,1,0,0,1,0
6071,6938,0.0,3.0,70.0,219.6231884057971,5.0,5.0,17.0,14.0,3.0,2.0,4.0,1.0,1.0,358.0,0.1764705882352941,1.0,1,1,0,0,1,0,0,0,0,1,0,1
6072,6939,0.0,3.0,148.0,166.72108843537416,7.0,7.0,46.0,39.0,4.0,9.0,15.0,1.0,0.0,388.0,0.0869565217391304,0.0,1,1,0,0,1,0,1,0,0,0,0,0
6073,6941,0.0,3.0,84.0,187.6265060240964,5.0,5.0,25.0,12.0,12.0,1.0,5.0,1.0,0.0,349.0,0.48,1.0,0,1,1,1,1,0,0,0,0,0,1,0
6074,6942,0.0,3.0,73.0,166.47222222222223,4.0,4.0,23.0,6.0,16.0,1.0,1.0,1.0,0.0,359.0,0.6956521739130435,1.0,1,1,0,0,1,0,1,0,0,1,0,0
6075,6943,0.0,3.0,82.0,143.92592592592592,4.0,4.0,22.0,21.0,0.0,10.0,2.0,1.0,1.0,360.0,0.0,0.0,1,1,0,1,1,0,1,0,1,0,0,0
6076,6945,0.0,3.0,103.0,150.66666666666666,5.0,6.0,25.0,24.0,1.0,4.0,10.0,1.0,0.0,374.0,0.04,0.0,1,1,0,0,1,0,1,0,0,1,0,0
6077,6946,1.0,2.0,44.0,176.6046511627907,3.0,3.0,10.0,5.0,5.0,1.0,0.0,1.0,0.0,351.0,0.5,1.0,1,1,1,0,0,0,0,1,1,1,0,1
6078,6948,0.0,3.0,13.0,17.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,1,0,1,1,0,0
6079,6949,0.0,3.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,1,0,1,1,0,1,1,0,1
6080,6950,0.0,3.0,93.0,211.0,6.0,6.0,26.0,13.0,12.0,3.0,7.0,1.0,0.0,418.0,0.4615384615384615,1.0,1,1,0,0,1,0,0,0,1,0,0,1
6081,6951,0.0,3.0,42.0,89.1951219512195,2.0,2.0,9.0,7.0,1.0,2.0,3.0,1.0,0.0,353.0,0.1111111111111111,0.0,1,1,0,0,1,0,1,1,0,0,1,1
6082,6952,0.0,3.0,82.0,188.0617283950617,5.0,5.0,22.0,19.0,3.0,5.0,3.0,1.0,1.0,346.0,0.1363636363636363,0.0,1,0,0,0,1,0,0,1,0,1,0,0
6083,6953,0.0,3.0,31.0,134.46666666666667,2.0,2.0,5.0,3.0,2.0,1.0,0.0,1.0,0.0,401.0,0.4,1.0,1,1,0,0,0,1,1,1,0,0,0,0
6084,6954,0.0,3.0,113.0,140.39285714285714,5.0,6.0,30.0,28.0,2.0,16.0,3.0,1.0,1.0,356.0,0.0666666666666666,0.0,1,1,1,0,1,0,0,0,0,1,0,0
6085,6955,0.0,3.0,58.0,183.75438596491227,4.0,4.0,15.0,6.0,8.0,0.0,3.0,1.0,0.0,316.0,0.5333333333333333,1.0,1,1,0,1,1,0,0,0,1,0,1,0
6086,6956,0.0,3.0,85.0,219.3809523809524,6.0,7.0,23.0,12.0,9.0,2.0,3.0,1.0,0.0,345.0,0.391304347826087,1.0,1,1,0,0,1,0,1,1,0,0,0,0
6087,6957,0.0,3.0,13.0,21.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,0,1,0,1,0,1,0,0,0
6088,6958,0.0,3.0,13.0,20.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,1,1,1,1,0,0
6089,6959,0.0,3.0,59.0,132.31034482758622,3.0,3.0,15.0,11.0,4.0,4.0,1.0,1.0,1.0,334.0,0.2666666666666666,1.0,1,1,0,0,1,0,0,1,1,0,0,1
6090,6960,0.0,3.0,37.0,107.02777777777776,2.0,2.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,348.0,0.4285714285714285,1.0,0,1,0,1,1,0,1,0,1,0,0,0
6091,6962,0.0,3.0,13.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,1,1,0,0,1,1,1,0,1
6092,6963,0.0,3.0,57.0,140.44642857142858,3.0,3.0,13.0,12.0,0.0,6.0,2.0,1.0,1.0,410.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,1,0
6093,6964,0.0,3.0,55.0,279.48148148148147,5.0,5.0,13.0,6.0,5.0,0.0,1.0,1.0,1.0,317.0,0.3846153846153846,1.0,0,1,1,1,1,0,0,0,1,1,0,0
6094,6965,0.0,3.0,60.0,208.2372881355932,4.0,4.0,14.0,11.0,3.0,2.0,3.0,1.0,1.0,387.0,0.2142857142857142,1.0,1,1,0,0,1,0,1,1,0,0,1,0
6095,6966,0.0,3.0,37.0,113.94444444444444,2.0,2.0,7.0,7.0,0.0,1.0,2.0,1.0,0.0,381.0,0.0,1.0,1,1,0,1,1,0,1,1,1,0,1,1
6096,6967,0.0,3.0,65.0,229.484375,5.0,5.0,15.0,14.0,1.0,5.0,0.0,1.0,1.0,336.0,0.0666666666666666,0.0,1,1,0,0,1,0,0,0,0,1,0,0
6097,6968,0.0,3.0,61.0,197.08333333333331,4.0,4.0,17.0,9.0,7.0,1.0,0.0,1.0,1.0,430.0,0.4117647058823529,1.0,1,1,0,1,1,0,1,1,0,1,0,0
6098,6969,1.0,2.0,13.0,19.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,1,1,1,0,0,0
6099,6970,0.0,3.0,13.0,19.08333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,1,0,1,1,0,1
6100,6971,0.0,3.0,89.0,225.6590909090909,6.0,6.0,27.0,11.0,14.0,2.0,3.0,1.0,0.0,398.0,0.5185185185185185,1.0,1,1,0,0,1,0,0,1,1,0,1,0
6101,6972,0.0,3.0,53.0,217.19230769230768,4.0,4.0,15.0,3.0,9.0,0.0,0.0,1.0,0.0,399.0,0.6,1.0,0,1,1,1,1,0,0,1,0,0,0,0
6102,6973,0.0,3.0,42.0,122.95121951219512,2.0,2.0,9.0,4.0,5.0,2.0,2.0,1.0,0.0,440.0,0.5555555555555556,1.0,0,1,1,1,1,0,1,1,0,0,0,1
6103,6974,0.0,3.0,47.0,251.15217391304347,4.0,4.0,11.0,5.0,4.0,0.0,1.0,1.0,0.0,360.0,0.3636363636363636,1.0,1,1,0,0,1,0,1,1,1,0,0,1
6104,6975,0.0,3.0,41.0,109.6,2.0,2.0,10.0,3.0,6.0,2.0,0.0,1.0,0.0,397.0,0.6,1.0,0,1,1,0,1,0,0,1,1,1,0,1
6105,6976,1.0,2.0,55.0,211.5185185185185,4.0,4.0,14.0,6.0,7.0,0.0,2.0,1.0,0.0,385.0,0.5,1.0,0,0,0,0,1,0,1,0,0,0,0,0
6106,6977,0.0,3.0,76.0,254.8,6.0,6.0,19.0,9.0,10.0,2.0,4.0,1.0,0.0,327.0,0.5263157894736842,1.0,1,1,0,0,1,0,0,0,0,0,1,0
6107,6979,0.0,3.0,62.0,130.7704918032787,3.0,3.0,16.0,16.0,0.0,6.0,0.0,1.0,1.0,377.0,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0
6108,6980,0.0,3.0,94.0,204.5913978494624,6.0,6.0,29.0,13.0,15.0,1.0,4.0,1.0,0.0,409.0,0.5172413793103449,1.0,1,1,0,0,0,1,0,1,0,1,0,0
6109,6981,0.0,3.0,59.0,206.0,4.0,4.0,15.0,7.0,5.0,0.0,6.0,1.0,0.0,355.0,0.3333333333333333,1.0,1,1,0,0,1,0,1,1,0,0,0,0
6110,6982,0.0,3.0,106.0,188.4857142857143,6.0,6.0,33.0,15.0,16.0,5.0,5.0,1.0,0.0,347.0,0.4848484848484848,1.0,0,1,1,0,1,0,1,0,1,0,0,0
6111,6983,0.0,3.0,69.0,216.7205882352941,5.0,5.0,18.0,10.0,8.0,2.0,2.0,1.0,0.0,366.0,0.4444444444444444,1.0,0,1,1,0,1,0,1,0,0,0,0,0
6112,6984,0.0,3.0,56.0,211.45454545454547,4.0,4.0,12.0,7.0,5.0,3.0,3.0,1.0,0.0,352.0,0.4166666666666667,1.0,1,1,0,0,1,0,1,0,0,0,0,0
6113,6985,0.0,3.0,114.0,166.26548672566372,6.0,8.0,32.0,25.0,6.0,7.0,3.0,1.0,1.0,391.0,0.1875,0.0,0,1,1,0,1,0,0,0,1,0,0,0
6114,6987,0.0,3.0,13.0,19.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,0,1,0,1,0,0
6115,6988,0.0,3.0,25.0,24.45833333333333,1.0,1.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,298.0,0.25,0.0,1,1,0,1,1,0,0,0,0,1,0,1
6116,6989,0.0,3.0,30.0,28.75862068965517,1.0,1.0,5.0,5.0,0.0,2.0,1.0,1.0,0.0,394.0,0.0,0.0,0,1,1,0,1,0,1,1,1,0,0,1
6117,6990,0.0,3.0,101.0,255.29,8.0,8.0,29.0,13.0,14.0,3.0,4.0,1.0,0.0,368.0,0.4827586206896552,1.0,1,1,0,1,1,0,1,1,0,1,0,0
6118,6991,0.0,3.0,50.0,96.6122448979592,2.0,3.0,11.0,9.0,0.0,2.0,4.0,1.0,0.0,463.0,0.0,0.0,1,1,0,0,1,0,0,0,0,1,1,1
6119,6992,1.0,2.0,35.0,130.47058823529412,2.0,2.0,7.0,4.0,2.0,2.0,0.0,1.0,0.0,427.0,0.2857142857142857,1.0,0,1,0,1,0,0,1,1,1,0,0,0
6120,6993,1.0,2.0,142.0,161.0212765957447,7.0,8.0,41.0,34.0,7.0,18.0,2.0,1.0,1.0,362.0,0.1707317073170731,0.0,0,0,0,0,1,0,1,1,0,0,0,0
6121,6994,1.0,2.0,95.0,166.4468085106383,5.0,5.0,28.0,24.0,3.0,3.0,4.0,1.0,1.0,397.0,0.1071428571428571,0.0,1,1,1,0,1,0,0,0,0,0,0,0
6122,6995,0.0,3.0,65.0,224.3125,5.0,5.0,15.0,12.0,3.0,3.0,2.0,1.0,1.0,359.0,0.2,1.0,0,1,1,0,1,0,0,1,1,1,0,0
6123,6996,0.0,3.0,43.0,94.38095238095238,2.0,2.0,9.0,8.0,1.0,4.0,0.0,1.0,1.0,386.0,0.1111111111111111,0.0,1,1,1,0,1,0,0,1,1,0,1,0
6124,6997,0.0,3.0,205.0,152.60294117647058,9.0,13.0,60.0,51.0,7.0,22.0,7.0,1.0,1.0,380.0,0.1166666666666666,0.0,1,1,1,0,1,0,0,1,1,0,0,1
6125,6998,0.0,3.0,66.0,234.09230769230768,5.0,5.0,17.0,11.0,6.0,2.0,0.0,1.0,1.0,369.0,0.3529411764705882,1.0,1,1,0,1,1,0,1,0,0,0,0,0
6126,6999,0.0,3.0,149.0,162.65540540540542,7.0,9.0,43.0,37.0,5.0,17.0,3.0,1.0,1.0,473.0,0.1162790697674418,0.0,0,0,1,0,1,0,1,0,1,0,0,0
6127,7001,0.0,3.0,51.0,213.2,4.0,4.0,12.0,3.0,8.0,1.0,1.0,1.0,0.0,394.0,0.6666666666666666,1.0,0,1,1,0,1,0,1,1,0,1,0,0
6128,7002,1.0,2.0,74.0,338.94520547945206,8.0,8.0,20.0,5.0,9.0,1.0,1.0,1.0,0.0,382.0,0.45,1.0,0,1,1,1,1,0,0,0,0,0,0,0
6129,7003,0.0,3.0,148.0,168.95238095238096,7.0,8.0,43.0,33.0,8.0,10.0,9.0,1.0,0.0,333.0,0.1860465116279069,0.0,1,1,0,0,1,0,0,0,0,1,0,0
6130,7004,0.0,3.0,79.0,190.53846153846155,5.0,5.0,20.0,20.0,0.0,6.0,3.0,1.0,1.0,378.0,0.0,0.0,0,1,0,1,1,0,0,0,0,0,0,1
6131,7005,0.0,3.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,1,0,1,0,0
6132,7006,0.0,3.0,13.0,21.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,0,0,0,0,0,1
6133,7007,1.0,2.0,13.0,17.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0
6134,7008,0.0,3.0,63.0,237.51612903225808,5.0,5.0,18.0,4.0,11.0,0.0,1.0,1.0,0.0,420.0,0.6111111111111112,1.0,0,1,0,1,1,0,1,1,0,0,0,0
6135,7009,0.0,3.0,111.0,120.06363636363636,4.0,6.0,31.0,26.0,5.0,5.0,10.0,1.0,0.0,407.0,0.1612903225806451,0.0,0,0,1,0,1,0,1,1,1,0,0,0
6136,7010,0.0,3.0,54.0,165.58490566037736,3.0,3.0,15.0,6.0,9.0,0.0,1.0,1.0,0.0,345.0,0.6,1.0,1,1,0,1,1,0,1,1,1,0,0,1
6137,7011,0.0,3.0,70.0,176.1014492753623,4.0,4.0,19.0,10.0,9.0,4.0,2.0,1.0,0.0,342.0,0.4736842105263157,1.0,1,1,0,1,1,0,0,1,0,1,0,0
6138,7012,0.0,3.0,108.0,210.48598130841123,7.0,7.0,32.0,27.0,4.0,9.0,0.0,1.0,1.0,362.0,0.125,0.0,1,1,0,1,1,0,0,1,0,0,0,1
6139,7013,0.0,3.0,76.0,143.85333333333332,4.0,4.0,20.0,18.0,2.0,8.0,1.0,1.0,1.0,360.0,0.1,0.0,0,1,1,0,1,0,1,0,0,0,1,1
6140,7014,0.0,3.0,45.0,165.63636363636363,3.0,3.0,11.0,5.0,5.0,0.0,1.0,1.0,0.0,386.0,0.4545454545454545,1.0,0,1,0,1,1,0,0,0,0,1,0,0
6141,7015,0.0,3.0,48.0,171.48936170212767,3.0,3.0,11.0,5.0,6.0,2.0,0.0,1.0,1.0,382.0,0.5454545454545454,1.0,1,1,1,0,1,0,1,0,1,0,0,0
6142,7016,0.0,3.0,53.0,210.05769230769232,4.0,4.0,13.0,5.0,7.0,0.0,2.0,1.0,0.0,371.0,0.5384615384615384,1.0,1,1,0,1,1,0,0,0,0,1,0,0
6143,7017,0.0,3.0,94.0,173.08602150537635,5.0,5.0,28.0,20.0,8.0,2.0,7.0,1.0,0.0,408.0,0.2857142857142857,0.0,0,1,0,1,1,0,1,1,0,0,0,1
6144,7018,0.0,3.0,13.0,18.58333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,0,0,0,0,0,1
6145,7019,0.0,3.0,36.0,136.5142857142857,2.0,2.0,8.0,2.0,5.0,0.0,1.0,1.0,0.0,394.0,0.625,1.0,1,1,0,1,1,0,1,0,0,0,0,0
6146,7020,0.0,3.0,75.0,289.6351351351352,7.0,7.0,19.0,14.0,4.0,2.0,0.0,1.0,1.0,357.0,0.2105263157894736,1.0,1,1,1,0,1,0,1,0,0,1,0,0
6147,7022,0.0,3.0,116.0,196.30434782608697,7.0,7.0,35.0,14.0,21.0,2.0,3.0,1.0,0.0,413.0,0.6,1.0,1,1,1,0,1,0,1,1,1,1,0,0
6148,7023,0.0,3.0,13.0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,0,1,0,1,0,0
6149,7024,0.0,3.0,78.0,162.19480519480518,4.0,4.0,22.0,17.0,4.0,4.0,5.0,1.0,0.0,419.0,0.1818181818181818,0.0,0,1,1,0,1,0,1,0,0,1,0,0
6150,7026,0.0,3.0,50.0,217.48979591836732,4.0,4.0,12.0,4.0,5.0,1.0,2.0,1.0,0.0,357.0,0.4166666666666667,1.0,1,1,1,0,1,0,1,0,0,0,0,0
6151,7027,0.0,3.0,85.0,221.75,6.0,6.0,25.0,13.0,11.0,2.0,2.0,1.0,0.0,390.0,0.44,1.0,1,0,0,0,1,0,1,1,1,1,1,0
6152,7029,0.0,3.0,13.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,1,0,0,1,0,1
6153,7030,0.0,3.0,42.0,103.09756097560977,2.0,2.0,9.0,4.0,5.0,1.0,0.0,1.0,0.0,345.0,0.5555555555555556,1.0,1,1,1,0,1,0,1,0,0,0,0,1
6154,7031,0.0,3.0,13.0,21.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,0,0,1,0,1,0
6155,7032,1.0,2.0,13.0,16.083333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1
6156,7033,0.0,3.0,55.0,143.38888888888889,3.0,3.0,13.0,8.0,5.0,2.0,4.0,1.0,0.0,374.0,0.3846153846153846,1.0,1,1,0,0,1,0,0,0,0,0,1,1
6157,7034,1.0,2.0,13.0,17.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,0,1,1,0,0,1
6158,7035,0.0,3.0,47.0,156.2173913043478,3.0,3.0,11.0,5.0,6.0,0.0,1.0,1.0,1.0,391.0,0.5454545454545454,1.0,1,1,0,1,1,0,0,0,0,1,0,1
6159,7037,0.0,3.0,50.0,141.26530612244898,3.0,3.0,13.0,7.0,5.0,0.0,2.0,1.0,0.0,386.0,0.3846153846153846,1.0,1,1,1,0,1,0,1,1,0,1,0,0
6160,7038,0.0,3.0,13.0,19.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,1,0,1,0,0,0,0,1,1,0
6161,7039,0.0,3.0,128.0,159.24409448818898,6.0,8.0,39.0,29.0,8.0,6.0,6.0,1.0,0.0,364.0,0.2051282051282051,0.0,1,1,1,0,1,0,0,1,1,1,0,0
6162,7040,0.0,3.0,35.0,109.8529411764706,2.0,2.0,6.0,5.0,1.0,3.0,0.0,1.0,0.0,405.0,0.1666666666666666,0.0,0,1,0,1,1,0,1,0,1,1,0,0
6163,7041,0.0,3.0,87.0,148.69767441860466,4.0,4.0,27.0,18.0,7.0,2.0,7.0,1.0,0.0,348.0,0.2592592592592592,0.0,0,1,1,0,1,0,1,1,1,1,0,1
6164,7042,0.0,3.0,13.0,20.83333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,1,1,1,0,0,1
6165,7043,0.0,3.0,133.0,206.34848484848484,8.0,8.0,39.0,28.0,8.0,6.0,11.0,1.0,0.0,361.0,0.2051282051282051,0.0,1,1,0,0,1,0,0,0,0,1,0,0
6166,7044,0.0,3.0,94.0,139.27956989247312,4.0,5.0,27.0,8.0,18.0,2.0,4.0,1.0,0.0,337.0,0.6666666666666666,1.0,1,1,1,0,1,0,0,0,0,1,1,0
6167,7045,0.0,3.0,37.0,129.08333333333334,2.0,2.0,9.0,2.0,6.0,0.0,0.0,1.0,0.0,404.0,0.6666666666666666,1.0,1,1,0,0,1,0,1,0,1,0,0,1
6168,7046,0.0,3.0,13.0,16.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,1,1,0,0,0,1
6169,7047,0.0,3.0,13.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,0,1,1,0,1,0,0,0,0,0
6170,7048,0.0,3.0,68.0,165.88059701492537,4.0,4.0,20.0,12.0,7.0,2.0,0.0,1.0,1.0,367.0,0.35,1.0,1,1,0,1,1,0,0,1,1,1,0,1
6171,7049,0.0,3.0,46.0,175.9111111111111,3.0,3.0,10.0,5.0,5.0,1.0,1.0,1.0,1.0,400.0,0.5,1.0,1,1,0,0,1,0,1,0,0,0,0,1
6172,7050,0.0,3.0,34.0,123.66666666666669,2.0,2.0,7.0,2.0,4.0,0.0,1.0,1.0,0.0,370.0,0.5714285714285714,1.0,1,1,0,0,1,0,1,1,0,0,0,0
6173,7051,1.0,2.0,59.0,149.67241379310346,3.0,3.0,15.0,6.0,9.0,3.0,2.0,1.0,1.0,374.0,0.6,1.0,1,0,0,0,1,0,0,0,0,0,0,0
6174,7052,0.0,3.0,30.0,124.10344827586206,2.0,2.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,412.0,0.0,1.0,1,1,0,0,1,0,1,0,0,1,1,1
6175,7054,0.0,3.0,30.0,138.3448275862069,2.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,377.0,0.4,1.0,1,1,1,0,1,0,1,0,1,0,0,1
6176,7057,0.0,3.0,148.0,135.156462585034,6.0,9.0,42.0,40.0,2.0,12.0,7.0,1.0,1.0,377.0,0.0476190476190476,0.0,0,1,0,1,1,0,1,0,0,1,0,0
6177,7058,0.0,3.0,59.0,197.06896551724137,4.0,4.0,15.0,9.0,5.0,1.0,3.0,1.0,0.0,329.0,0.3333333333333333,1.0,1,1,0,0,1,0,1,1,1,0,0,1
6178,7059,1.0,2.0,215.0,204.5093457943925,12.0,14.0,63.0,48.0,10.0,14.0,16.0,1.0,0.0,366.0,0.1587301587301587,0.0,0,0,0,0,1,0,1,1,1,0,1,0
6179,7060,0.0,3.0,53.0,205.75,4.0,4.0,12.0,8.0,4.0,1.0,2.0,1.0,0.0,345.0,0.3333333333333333,1.0,1,1,0,1,1,0,0,0,0,0,0,1
6180,7061,0.0,3.0,69.0,179.08823529411765,4.0,4.0,19.0,11.0,8.0,3.0,1.0,1.0,1.0,356.0,0.4210526315789473,1.0,1,1,0,0,1,0,1,0,1,0,0,0
6181,7062,0.0,3.0,51.0,166.96,3.0,3.0,14.0,5.0,8.0,0.0,1.0,1.0,0.0,388.0,0.5714285714285714,1.0,0,1,0,1,1,0,1,0,1,1,0,1
6182,7063,0.0,3.0,34.0,109.3030303030303,2.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,0.0,347.0,0.2,1.0,1,1,1,0,1,0,0,0,1,0,0,1
6183,7064,0.0,3.0,65.0,254.09375,5.0,5.0,16.0,6.0,10.0,3.0,1.0,1.0,0.0,367.0,0.625,1.0,0,1,0,1,1,0,1,0,0,0,0,0
6184,7065,0.0,3.0,13.0,19.416666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,0,1,0,0,0,1,1,0,0
6185,7066,0.0,3.0,51.0,160.9,3.0,3.0,13.0,8.0,5.0,1.0,1.0,1.0,0.0,342.0,0.3846153846153846,1.0,0,1,1,0,1,0,0,0,0,1,0,0
6186,7067,0.0,3.0,130.0,195.2325581395349,8.0,9.0,37.0,33.0,2.0,10.0,2.0,1.0,1.0,342.0,0.054054054054054,0.0,1,1,0,1,1,0,1,1,1,1,0,0
6187,7068,1.0,2.0,58.0,217.4561403508772,4.0,4.0,15.0,6.0,9.0,0.0,2.0,1.0,0.0,326.0,0.6,1.0,0,1,0,1,1,0,0,0,0,0,0,0
6188,7069,0.0,3.0,31.0,129.76666666666668,2.0,2.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,417.0,0.2,1.0,1,1,0,0,1,0,0,0,0,1,0,1
6189,7070,0.0,3.0,74.0,218.73972602739727,5.0,5.0,22.0,10.0,10.0,1.0,2.0,1.0,0.0,408.0,0.4545454545454545,1.0,1,1,0,0,1,0,0,1,1,0,0,0
6190,7071,1.0,2.0,13.0,21.916666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,0,0,1,0,0,1,1,0,0,0
6191,7072,0.0,3.0,64.0,316.06349206349205,6.0,6.0,15.0,6.0,6.0,1.0,4.0,1.0,0.0,387.0,0.4,1.0,1,1,1,0,1,0,1,1,0,1,0,0
6192,7073,0.0,3.0,13.0,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,1,1,0,1,0,1,0,1,1,0,1
6193,7074,0.0,3.0,59.0,143.55172413793105,3.0,3.0,18.0,3.0,14.0,0.0,1.0,1.0,0.0,369.0,0.7777777777777778,1.0,1,1,0,0,1,0,0,0,0,0,0,1
6194,7075,0.0,3.0,61.0,211.1,4.0,4.0,17.0,6.0,9.0,0.0,3.0,1.0,0.0,412.0,0.5294117647058824,1.0,1,1,0,1,1,0,0,1,0,0,0,1
6195,7076,0.0,3.0,65.0,168.0625,4.0,4.0,17.0,14.0,2.0,5.0,0.0,1.0,1.0,331.0,0.1176470588235294,0.0,1,1,0,0,1,0,0,1,0,0,0,0
6196,7077,0.0,3.0,13.0,20.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0
6197,7078,0.0,3.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,1,0,1,1,0,0,0,0,0,1,0
6198,7079,0.0,3.0,70.0,162.6086956521739,4.0,4.0,20.0,12.0,8.0,2.0,1.0,1.0,1.0,347.0,0.4,1.0,1,1,1,0,1,0,1,0,0,1,1,0
6199,7080,0.0,3.0,67.0,160.95454545454547,4.0,4.0,16.0,16.0,0.0,4.0,4.0,1.0,1.0,378.0,0.0,0.0,1,1,0,0,1,0,0,1,0,1,0,0
6200,7082,0.0,3.0,64.0,188.984126984127,4.0,4.0,16.0,10.0,6.0,3.0,3.0,1.0,0.0,379.0,0.375,1.0,0,1,1,1,1,0,1,0,0,0,0,0
6201,7083,0.0,3.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,0.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0
